date,district,disease,cases,hospitalizations,tests_conducted,positive_rate,temperature,humidity,rainfall_mm,population,population_density
2026-01-22,Ludhiana,Malaria,26,5,121,21.49,33.9,69.7,0.0,3695000,2508.0
2026-01-23,Ludhiana,Malaria,30,5,64,46.88,37.5,75.5,0.0,3695000,1286.0
2026-01-24,Ludhiana,Malaria,32,3,74,43.24,34.5,70.6,2.4,3695000,4510.8
2026-01-25,Ludhiana,Malaria,35,3,156,22.44,33.9,72.3,0.0,3695000,2303.2
2026-01-26,Ludhiana,Malaria,33,3,163,20.25,32.1,69.9,2.2,3695000,2644.9
2026-01-27,Ludhiana,Malaria,26,5,75,34.67,36.5,82.7,1.5,3695000,2487.0
2026-01-28,Ludhiana,Malaria,33,6,93,35.48,34.5,80.6,1.6,3695000,2308.8
2026-01-29,Ludhiana,Malaria,32,6,83,38.55,33.8,70.1,2.5,3695000,4110.5
2026-01-30,Ludhiana,Malaria,30,5,119,25.21,35.2,70.6,2.0,3695000,1819.2
2026-01-31,Ludhiana,Malaria,31,3,126,24.6,37.1,82.5,2.6,3695000,2153.9
2026-02-01,Ludhiana,Malaria,32,5,147,21.77,36.8,76.4,7.3,3695000,2191.4
2026-02-02,Ludhiana,Malaria,31,5,99,31.31,33.2,81.2,2.9,3695000,1325.8
2026-02-03,Ludhiana,Malaria,37,8,102,36.27,37.7,86.0,0.0,3695000,1289.4
2026-02-04,Ludhiana,Malaria,40,6,198,20.2,34.4,80.5,3.9,3695000,4319.0
2026-02-05,Ludhiana,Malaria,35,7,135,25.93,35.3,68.7,10.0,3695000,1742.4
2026-02-06,Ludhiana,Malaria,28,5,72,38.89,34.7,74.5,0.2,3695000,2554.1
2026-02-07,Ludhiana,Malaria,37,7,158,23.42,35.3,80.2,4.8,3695000,1916.1
2026-02-08,Ludhiana,Malaria,28,4,112,25.0,35.7,78.4,7.0,3695000,1490.9
2026-02-09,Ludhiana,Malaria,27,4,116,23.28,35.3,75.6,4.8,3695000,3448.5
2026-02-10,Ludhiana,Malaria,35,5,118,29.66,32.1,81.9,0.4,3695000,1477.2
2026-02-11,Ludhiana,Malaria,34,3,125,27.2,35.4,80.4,0.0,3695000,1654.5
2026-02-12,Ludhiana,Malaria,33,7,102,32.35,35.5,71.0,3.5,3695000,2463.8
2026-02-13,Ludhiana,Malaria,30,4,86,34.88,34.1,86.1,2.2,3695000,2413.7
2026-02-14,Ludhiana,Malaria,35,5,135,25.93,37.3,86.9,0.0,3695000,1743.6
2026-02-15,Ludhiana,Malaria,35,5,141,24.82,30.5,79.0,2.4,3695000,1852.5
2026-02-16,Ludhiana,Malaria,36,4,105,34.29,33.3,69.0,1.2,3695000,1384.4
2026-02-17,Ludhiana,Malaria,35,4,87,40.23,35.5,78.9,3.0,3695000,2782.4
2026-02-18,Ludhiana,Malaria,22,5,56,39.29,32.8,83.6,1.4,3695000,4555.8
2026-02-19,Ludhiana,Malaria,28,3,135,20.74,32.2,83.3,1.7,3695000,1463.2
2026-02-20,Ludhiana,Malaria,27,6,82,32.93,37.0,78.6,6.0,3695000,1498.1
2026-02-21,Ludhiana,Malaria,27,5,130,20.77,32.6,73.9,3.1,3695000,1736.1
2026-02-22,Ludhiana,Malaria,25,2,101,24.75,35.1,80.6,3.4,3695000,1278.6
2026-02-23,Ludhiana,Malaria,41,6,125,32.8,35.5,76.2,7.1,3695000,4107.6
2026-02-24,Ludhiana,Malaria,37,7,119,31.09,32.8,80.4,3.9,3695000,1817.3
2026-02-25,Ludhiana,Malaria,30,5,80,37.5,36.2,76.0,1.5,3695000,1333.7
2026-02-26,Ludhiana,Malaria,33,4,152,21.71,35.9,84.6,6.8,3695000,1456.5
2026-02-27,Ludhiana,Malaria,24,5,50,48.0,35.2,87.6,2.5,3695000,1466.0
2026-02-28,Ludhiana,Malaria,32,7,119,26.89,33.2,77.6,0.0,3695000,3348.9
2026-03-01,Ludhiana,Malaria,32,7,140,22.86,35.6,81.3,3.2,3695000,3217.9
2026-03-02,Ludhiana,Malaria,30,4,142,21.13,34.4,76.7,4.9,3695000,1807.3
2026-03-03,Ludhiana,Malaria,33,7,93,35.48,33.6,78.6,8.5,3695000,2957.6
2026-03-04,Ludhiana,Malaria,32,4,87,36.78,33.8,76.1,6.0,3695000,1650.2
2026-03-05,Ludhiana,Malaria,28,4,120,23.33,31.0,85.4,2.0,3695000,4119.8
2026-03-06,Ludhiana,Malaria,26,6,55,47.27,36.0,86.7,6.4,3695000,2458.0
2026-03-07,Ludhiana,Malaria,34,7,122,27.87,35.7,79.3,4.1,3695000,1863.2
2026-03-08,Ludhiana,Malaria,23,2,108,21.3,32.0,76.5,5.7,3695000,3230.4
2026-03-09,Ludhiana,Malaria,47,6,230,20.43,33.9,72.4,2.7,3695000,2683.1
2026-03-10,Ludhiana,Malaria,45,7,132,34.09,35.4,77.5,4.2,3695000,2586.6
2026-03-11,Ludhiana,Malaria,38,8,151,25.17,33.0,77.0,0.9,3695000,4518.6
2026-03-12,Ludhiana,Malaria,62,8,225,27.56,34.0,78.1,0.0,3695000,2632.4
2026-03-13,Ludhiana,Malaria,79,17,326,24.23,33.1,81.0,5.0,3695000,1584.0
2026-03-14,Ludhiana,Malaria,73,16,242,30.17,31.0,76.2,5.9,3695000,3385.9
2026-03-15,Ludhiana,Malaria,83,20,213,38.97,36.1,72.6,9.0,3695000,2040.0
2026-03-16,Ludhiana,Malaria,108,18,513,21.05,29.5,76.7,4.0,3695000,1473.4
2026-03-17,Ludhiana,Malaria,100,20,407,24.57,33.3,74.5,8.8,3695000,2385.1
2026-03-18,Ludhiana,Malaria,111,24,537,20.67,31.9,75.0,4.6,3695000,2513.4
2026-03-19,Ludhiana,Malaria,120,27,503,23.86,30.9,74.9,4.2,3695000,1281.7
2026-03-20,Ludhiana,Malaria,107,16,395,27.09,31.3,84.9,7.2,3695000,4540.6
2026-03-21,Ludhiana,Malaria,140,16,495,28.28,32.6,76.0,9.4,3695000,3009.5
2026-03-22,Ludhiana,Malaria,123,18,341,36.07,32.0,75.3,3.4,3695000,3722.2
2026-03-23,Ludhiana,Malaria,116,17,462,25.11,32.6,76.9,1.8,3695000,1360.8
2026-03-24,Ludhiana,Malaria,132,24,349,37.82,33.8,83.9,10.6,3695000,2935.1
2026-03-25,Ludhiana,Malaria,138,20,444,31.08,33.1,78.0,9.9,3695000,3433.2
2026-03-26,Ludhiana,Malaria,144,31,394,36.55,32.7,77.2,0.0,3695000,1253.7
2026-03-27,Ludhiana,Malaria,113,13,445,25.39,29.2,72.9,2.7,3695000,1355.8
2026-03-28,Ludhiana,Malaria,113,12,448,25.22,30.8,80.7,2.0,3695000,1868.7
2026-03-29,Ludhiana,Malaria,92,16,360,25.56,32.0,64.1,8.6,3695000,1245.2
2026-03-30,Ludhiana,Malaria,80,15,280,28.57,30.7,86.2,11.3,3695000,1665.4
2026-03-31,Ludhiana,Malaria,79,9,300,26.33,31.2,76.7,3.0,3695000,1893.0
2026-04-01,Ludhiana,Malaria,75,14,325,23.08,30.8,70.2,0.7,3695000,1454.0
2026-04-02,Ludhiana,Malaria,64,7,313,20.45,31.6,90.8,4.6,3695000,3367.7
2026-04-03,Ludhiana,Malaria,56,13,166,33.73,28.9,76.5,4.9,3695000,1638.9
2026-04-04,Ludhiana,Malaria,58,6,238,24.37,28.2,81.9,1.5,3695000,3520.5
2026-04-05,Ludhiana,Malaria,51,11,175,29.14,27.4,86.4,8.6,3695000,1471.9
2026-04-06,Ludhiana,Malaria,42,9,134,31.34,32.8,82.4,11.9,3695000,1436.0
2026-04-07,Ludhiana,Malaria,28,5,126,22.22,28.0,79.2,4.8,3695000,3419.8
2026-04-08,Ludhiana,Malaria,28,6,117,23.93,30.9,79.0,5.4,3695000,1462.5
2026-04-09,Ludhiana,Malaria,36,4,153,23.53,31.8,74.8,8.9,3695000,3771.7
2026-04-10,Ludhiana,Malaria,24,2,97,24.74,29.4,79.8,4.5,3695000,1326.3
2026-04-11,Ludhiana,Malaria,31,5,91,34.07,30.1,75.7,4.8,3695000,1335.2
2026-04-12,Ludhiana,Malaria,27,2,80,33.75,26.9,81.3,6.9,3695000,1829.6
2026-04-13,Ludhiana,Malaria,23,5,61,37.7,32.1,77.7,9.7,3695000,2228.9
2026-04-14,Ludhiana,Malaria,29,3,63,46.03,27.0,76.0,4.8,3695000,1338.3
2026-04-15,Ludhiana,Malaria,26,4,119,21.85,25.2,74.2,0.0,3695000,1757.0
2026-04-16,Ludhiana,Malaria,33,3,122,27.05,27.0,83.0,7.5,3695000,2707.3
2026-04-17,Ludhiana,Malaria,32,6,93,34.41,28.1,82.4,7.0,3695000,1962.8
2026-04-18,Ludhiana,Malaria,21,3,59,35.59,27.3,79.0,5.8,3695000,2538.2
2026-04-19,Ludhiana,Malaria,29,7,99,29.29,30.3,71.5,8.0,3695000,3902.9
2026-04-20,Ludhiana,Malaria,30,4,95,31.58,28.1,74.2,5.0,3695000,1745.5
2026-04-21,Ludhiana,Malaria,29,3,135,21.48,26.2,77.0,5.0,3695000,3832.2
2026-04-22,Ludhiana,Malaria,26,4,109,23.85,30.0,78.3,6.2,3695000,1304.3
2026-04-23,Ludhiana,Malaria,31,4,113,27.43,29.1,75.3,1.3,3695000,1455.9
2026-04-24,Ludhiana,Malaria,24,4,53,45.28,29.2,65.3,8.0,3695000,3170.8
2026-04-25,Ludhiana,Malaria,26,2,99,26.26,27.5,70.3,5.7,3695000,1713.7
2026-04-26,Ludhiana,Malaria,21,4,50,42.0,22.8,68.9,0.0,3695000,2992.4
2026-04-27,Ludhiana,Malaria,26,5,75,34.67,26.0,69.5,1.8,3695000,3192.0
2026-04-28,Ludhiana,Malaria,30,3,63,47.62,26.6,73.5,9.2,3695000,2309.3
2026-04-29,Ludhiana,Malaria,27,5,66,40.91,25.1,67.7,10.7,3695000,3135.1
2026-04-30,Ludhiana,Malaria,29,5,103,28.16,26.9,77.7,3.7,3695000,2459.9
2026-05-01,Ludhiana,Malaria,22,4,104,21.15,27.0,55.6,2.8,3695000,2321.6
2026-05-02,Ludhiana,Malaria,30,7,89,33.71,24.4,69.0,1.1,3695000,2216.4
2026-05-03,Ludhiana,Malaria,22,5,44,50.0,28.7,73.9,0.0,3695000,1334.3
2026-05-04,Ludhiana,Malaria,30,6,61,49.18,26.7,69.0,0.0,3695000,2845.1
2026-05-05,Ludhiana,Malaria,25,2,59,42.37,21.9,75.5,3.6,3695000,3037.6
2026-05-06,Ludhiana,Malaria,20,2,55,36.36,28.8,69.6,3.6,3695000,1936.8
2025-11-08,Mohali,COVID-19,15,2,33,45.45,20.1,51.1,0.0,994628,611.1
2025-11-09,Mohali,COVID-19,12,2,38,31.58,24.5,42.8,0.7,994628,829.2
2025-11-10,Mohali,COVID-19,11,1,49,22.45,26.3,51.1,0.0,994628,527.7
2025-11-11,Mohali,COVID-19,17,3,72,23.61,25.1,50.5,0.0,994628,752.1
2025-11-12,Mohali,COVID-19,14,1,33,42.42,30.7,63.0,0.0,994628,481.1
2025-11-13,Mohali,COVID-19,18,3,51,35.29,25.2,42.1,0.0,994628,390.9
2025-11-14,Mohali,COVID-19,13,1,41,31.71,24.3,55.8,0.0,994628,621.0
2025-11-15,Mohali,COVID-19,18,3,44,40.91,25.3,47.4,0.0,994628,835.4
2025-11-16,Mohali,COVID-19,14,1,38,36.84,21.2,50.9,0.1,994628,485.1
2025-11-17,Mohali,COVID-19,16,2,43,37.21,25.8,50.4,2.0,994628,381.1
2025-11-18,Mohali,COVID-19,13,2,35,37.14,27.7,48.7,0.0,994628,333.3
2025-11-19,Mohali,COVID-19,21,3,104,20.19,26.8,50.7,0.0,994628,364.4
2025-11-20,Mohali,COVID-19,13,1,55,23.64,28.0,44.6,0.0,994628,668.0
2025-11-21,Mohali,COVID-19,18,4,76,23.68,27.0,58.1,0.0,994628,414.3
2025-11-22,Mohali,COVID-19,17,2,48,35.42,27.5,45.9,0.0,994628,802.6
2025-11-23,Mohali,COVID-19,14,1,67,20.9,27.2,52.3,0.0,994628,339.9
2025-11-24,Mohali,COVID-19,19,4,89,21.35,25.6,50.8,1.9,994628,379.3
2025-11-25,Mohali,COVID-19,18,4,74,24.32,28.7,57.1,0.0,994628,616.1
2025-11-26,Mohali,COVID-19,15,1,70,21.43,31.7,53.0,0.0,994628,680.0
2025-11-27,Mohali,COVID-19,15,2,72,20.83,28.4,55.9,0.0,994628,775.9
2025-11-28,Mohali,COVID-19,13,2,64,20.31,26.8,56.1,0.0,994628,847.6
2025-11-29,Mohali,COVID-19,14,2,67,20.9,30.3,48.2,0.0,994628,455.1
2025-11-30,Mohali,COVID-19,17,2,55,30.91,31.5,53.0,0.0,994628,554.2
2025-12-01,Mohali,COVID-19,15,1,42,35.71,25.7,53.0,0.0,994628,401.6
2025-12-02,Mohali,COVID-19,15,1,34,44.12,29.0,60.4,0.1,994628,637.7
2025-12-03,Mohali,COVID-19,18,3,47,38.3,32.0,57.1,0.0,994628,554.9
2025-12-04,Mohali,COVID-19,14,2,53,26.42,29.0,62.2,0.0,994628,567.9
2025-12-05,Mohali,COVID-19,18,4,46,39.13,30.5,66.4,0.0,994628,458.1
2025-12-06,Mohali,COVID-19,18,3,44,40.91,28.2,61.6,0.0,994628,409.0
2025-12-07,Mohali,COVID-19,15,3,34,44.12,29.1,54.5,0.0,994628,587.1
2025-12-08,Mohali,COVID-19,17,3,84,20.24,28.7,61.4,0.0,994628,480.1
2025-12-09,Mohali,COVID-19,13,3,51,25.49,26.4,53.4,0.0,994628,498.3
2025-12-10,Mohali,COVID-19,14,2,43,32.56,29.7,55.9,0.0,994628,453.8
2025-12-11,Mohali,COVID-19,19,2,47,40.43,29.0,63.9,2.3,994628,695.8
2025-12-12,Mohali,COVID-19,17,2,51,33.33,30.1,64.3,0.0,994628,375.2
2025-12-13,Mohali,COVID-19,20,3,49,40.82,30.5,66.9,0.0,994628,1086.2
2025-12-14,Mohali,COVID-19,19,2,90,21.11,29.8,58.7,0.0,994628,429.6
2025-12-15,Mohali,COVID-19,20,3,94,21.28,29.1,62.1,2.8,994628,1091.1
2025-12-16,Mohali,COVID-19,17,3,74,22.97,31.5,69.3,0.0,994628,874.2
2025-12-17,Mohali,COVID-19,13,3,50,26.0,32.4,66.6,0.0,994628,546.5
2025-12-18,Mohali,COVID-19,19,3,41,46.34,30.8,59.5,1.7,994628,453.6
2025-12-19,Mohali,COVID-19,19,4,82,23.17,31.5,67.9,0.0,994628,341.1
2025-12-20,Mohali,COVID-19,19,2,40,47.5,30.3,69.4,0.0,994628,619.8
2025-12-21,Mohali,COVID-19,18,2,44,40.91,32.8,70.8,0.0,994628,552.6
2025-12-22,Mohali,COVID-19,18,4,58,31.03,33.5,56.4,0.0,994628,520.1
2025-12-23,Mohali,COVID-19,16,2,41,39.02,29.8,67.8,0.0,994628,350.5
2025-12-24,Mohali,COVID-19,20,2,76,26.32,33.2,66.9,0.2,994628,822.1
2025-12-25,Mohali,COVID-19,19,2,41,46.34,32.9,61.1,0.0,994628,418.9
2025-12-26,Mohali,COVID-19,16,2,50,32.0,32.2,72.2,0.0,994628,423.8
2025-12-27,Mohali,COVID-19,19,2,67,28.36,32.4,71.0,0.0,994628,369.3
2025-12-28,Mohali,COVID-19,24,3,62,38.71,35.9,68.0,5.0,994628,703.6
2025-12-29,Mohali,COVID-19,19,3,61,31.15,35.4,65.8,0.0,994628,483.8
2025-12-30,Mohali,COVID-19,16,1,34,47.06,30.2,71.8,0.3,994628,342.1
2025-12-31,Mohali,COVID-19,19,4,39,48.72,30.8,73.7,2.1,994628,382.5
2026-01-01,Mohali,COVID-19,18,2,62,29.03,33.6,73.4,0.0,994628,367.9
2026-01-02,Mohali,COVID-19,20,3,53,37.74,33.1,75.4,1.6,994628,635.3
2026-01-03,Mohali,COVID-19,17,4,74,22.97,33.5,67.7,0.0,994628,405.7
2026-01-04,Mohali,COVID-19,18,2,64,28.12,35.0,62.2,6.8,994628,334.4
2026-01-05,Mohali,COVID-19,11,1,48,22.92,31.2,66.0,3.6,994628,575.4
2026-01-06,Mohali,COVID-19,15,1,69,21.74,37.0,64.7,0.0,994628,495.7
2026-01-07,Mohali,COVID-19,18,4,36,50.0,31.6,70.5,0.0,994628,473.0
2026-01-08,Mohali,COVID-19,16,3,78,20.51,34.4,62.0,0.6,994628,357.9
2026-01-09,Mohali,COVID-19,13,2,39,33.33,36.5,72.1,3.6,994628,414.3
2026-01-10,Mohali,COVID-19,18,2,56,32.14,32.1,63.3,3.0,994628,361.2
2026-01-11,Mohali,COVID-19,35,7,84,41.67,33.6,75.5,0.0,994628,728.1
2026-01-12,Mohali,COVID-19,48,10,129,37.21,33.3,74.2,0.0,994628,577.3
2026-01-13,Mohali,COVID-19,35,8,125,28.0,31.8,67.6,0.0,994628,547.5
2026-01-14,Mohali,COVID-19,54,7,184,29.35,34.5,71.9,4.5,994628,825.5
2026-01-15,Mohali,COVID-19,58,9,197,29.44,32.0,78.7,0.0,994628,852.8
2026-01-16,Mohali,COVID-19,64,10,224,28.57,33.9,70.1,6.9,994628,498.6
2026-01-17,Mohali,COVID-19,61,10,260,23.46,32.6,72.8,0.0,994628,479.4
2026-01-18,Mohali,COVID-19,66,10,178,37.08,33.1,69.8,0.7,994628,400.8
2026-01-19,Mohali,COVID-19,98,23,200,49.0,37.6,68.0,4.7,994628,1047.3
2026-01-20,Mohali,COVID-19,70,9,211,33.18,32.8,80.1,2.2,994628,351.9
2026-01-21,Mohali,COVID-19,75,10,180,41.67,34.6,71.5,0.0,994628,1135.6
2026-01-22,Mohali,COVID-19,124,19,391,31.71,34.7,73.0,0.0,994628,875.5
2026-01-23,Mohali,COVID-19,88,8,378,23.28,33.1,77.7,4.9,994628,358.0
2026-01-24,Mohali,COVID-19,112,22,429,26.11,34.9,71.6,0.0,994628,449.3
2026-01-25,Mohali,COVID-19,137,17,667,20.54,33.6,79.1,5.0,994628,642.5
2026-01-26,Mohali,COVID-19,127,17,343,37.03,36.7,79.1,0.0,994628,512.4
2026-01-27,Mohali,COVID-19,99,21,206,48.06,35.5,66.8,5.5,994628,726.9
2026-01-28,Mohali,COVID-19,118,28,549,21.49,34.9,83.1,2.8,994628,429.0
2026-01-29,Mohali,COVID-19,111,26,292,38.01,30.9,76.3,0.0,994628,609.6
2026-01-30,Mohali,COVID-19,139,25,438,31.74,31.0,68.5,6.8,994628,439.5
2026-01-31,Mohali,COVID-19,137,24,346,39.6,32.5,79.9,2.2,994628,722.5
2026-02-01,Mohali,COVID-19,151,16,619,24.39,36.3,82.3,1.9,994628,730.9
2026-02-02,Mohali,COVID-19,124,23,288,43.06,32.9,73.4,4.9,994628,475.8
2026-02-03,Mohali,COVID-19,121,24,491,24.64,36.7,78.1,3.7,994628,351.6
2026-02-04,Mohali,COVID-19,130,29,591,22.0,36.8,78.5,2.2,994628,889.8
2026-02-05,Mohali,COVID-19,119,25,441,26.98,32.8,79.2,5.5,994628,385.6
2026-02-06,Mohali,COVID-19,103,24,379,27.18,34.3,75.1,4.4,994628,342.1
2026-02-07,Mohali,COVID-19,114,12,285,40.0,35.9,85.7,5.7,994628,717.7
2026-02-08,Mohali,COVID-19,141,31,512,27.54,36.3,76.4,0.0,994628,552.6
2026-02-09,Mohali,COVID-19,114,19,470,24.26,33.7,78.7,4.9,994628,333.2
2026-02-10,Mohali,COVID-19,67,12,151,44.37,35.7,69.9,3.1,994628,586.3
2026-02-11,Mohali,COVID-19,88,14,288,30.56,29.7,81.4,5.9,994628,422.9
2026-02-12,Mohali,COVID-19,64,7,288,22.22,37.1,78.9,10.9,994628,575.2
2026-02-13,Mohali,COVID-19,54,8,140,38.57,33.9,86.7,2.1,994628,927.6
2026-02-14,Mohali,COVID-19,43,7,131,32.82,36.8,82.5,2.9,994628,705.0
2026-02-15,Mohali,COVID-19,62,12,216,28.7,35.4,77.5,2.2,994628,1006.9
2026-02-16,Mohali,COVID-19,61,12,208,29.33,33.8,81.7,3.9,994628,424.0
2026-02-17,Mohali,COVID-19,51,8,183,27.87,35.4,81.0,2.7,994628,744.5
2026-02-18,Mohali,COVID-19,44,7,197,22.34,36.3,81.6,3.4,994628,405.0
2026-02-19,Mohali,COVID-19,37,7,143,25.87,35.5,83.4,1.6,994628,1190.9
2026-02-20,Mohali,COVID-19,19,2,52,36.54,32.6,80.6,0.4,994628,1240.4
2026-02-21,Mohali,COVID-19,19,2,87,21.84,36.3,71.9,4.7,994628,599.0
2026-02-22,Mohali,COVID-19,16,3,74,21.62,31.5,73.4,3.4,994628,340.8
2026-02-23,Mohali,COVID-19,19,4,47,40.43,35.7,85.7,6.8,994628,432.1
2026-02-24,Mohali,COVID-19,21,5,96,21.88,38.5,72.5,4.5,994628,917.9
2026-02-25,Mohali,COVID-19,24,5,59,40.68,33.8,82.1,3.0,994628,750.1
2026-02-26,Mohali,COVID-19,17,2,67,25.37,35.1,71.7,6.4,994628,344.6
2026-02-27,Mohali,COVID-19,15,1,57,26.32,31.6,82.6,1.9,994628,490.5
2026-02-28,Mohali,COVID-19,17,2,51,33.33,31.1,76.1,0.0,994628,468.0
2026-03-01,Mohali,COVID-19,19,3,64,29.69,31.6,84.7,2.6,994628,484.7
2026-03-02,Mohali,COVID-19,21,2,64,32.81,33.7,73.4,6.3,994628,1230.4
2026-03-03,Mohali,COVID-19,19,4,71,26.76,36.2,75.9,8.4,994628,523.6
2026-03-04,Mohali,COVID-19,18,1,71,25.35,34.3,83.5,7.4,994628,948.5
2026-03-05,Mohali,COVID-19,19,4,65,29.23,35.1,82.7,10.5,994628,356.1
2026-03-06,Mohali,COVID-19,24,2,69,34.78,35.9,79.2,0.0,994628,367.1
2026-03-07,Mohali,COVID-19,18,3,56,32.14,30.2,71.6,0.0,994628,355.1
2026-03-08,Mohali,COVID-19,20,4,45,44.44,36.2,81.2,1.2,994628,556.6
2026-03-09,Mohali,COVID-19,16,3,66,24.24,34.2,72.1,7.5,994628,628.8
2026-03-10,Mohali,COVID-19,17,2,59,28.81,35.4,81.2,2.6,994628,412.6
2026-03-11,Mohali,COVID-19,22,4,57,38.6,32.4,90.1,6.8,994628,668.6
2026-03-12,Mohali,COVID-19,21,2,90,23.33,35.6,77.2,2.3,994628,584.5
2026-03-13,Mohali,COVID-19,18,2,73,24.66,32.6,78.6,4.4,994628,337.3
2026-03-14,Mohali,COVID-19,12,2,36,33.33,31.9,76.2,3.2,994628,966.4
2026-03-15,Mohali,COVID-19,17,3,44,38.64,34.9,83.2,2.8,994628,612.8
2026-03-16,Mohali,COVID-19,21,2,75,28.0,31.7,83.3,6.4,994628,462.4
2026-03-17,Mohali,COVID-19,19,3,41,46.34,32.1,78.1,10.4,994628,350.8
2026-03-18,Mohali,COVID-19,23,5,55,41.82,34.7,87.3,1.1,994628,410.0
2026-03-19,Mohali,COVID-19,23,5,108,21.3,34.7,78.7,6.2,994628,1086.9
2026-03-20,Mohali,COVID-19,20,2,78,25.64,33.8,74.6,4.3,994628,809.8
2026-03-21,Mohali,COVID-19,18,3,37,48.65,28.3,84.4,7.0,994628,478.6
2026-03-22,Mohali,COVID-19,17,4,52,32.69,34.6,76.1,9.8,994628,334.1
2026-03-23,Mohali,COVID-19,18,2,51,35.29,33.1,74.6,3.5,994628,481.3
2026-03-24,Mohali,COVID-19,22,2,84,26.19,32.2,77.6,0.9,994628,466.3
2026-03-25,Mohali,COVID-19,15,1,47,31.91,36.0,79.6,6.8,994628,1048.5
2026-03-26,Mohali,COVID-19,22,3,64,34.38,32.2,85.8,0.4,994628,1098.1
2026-03-27,Mohali,COVID-19,19,4,86,22.09,27.8,81.0,4.4,994628,506.6
2026-03-28,Mohali,COVID-19,19,3,38,50.0,34.1,84.2,1.8,994628,421.1
2026-03-29,Mohali,COVID-19,21,3,43,48.84,28.3,80.7,3.7,994628,591.0
2026-03-30,Mohali,COVID-19,10,1,33,30.3,30.4,74.8,9.5,994628,366.6
2026-03-31,Mohali,COVID-19,17,2,46,36.96,31.5,76.5,12.8,994628,393.4
2026-04-01,Mohali,COVID-19,19,2,65,29.23,27.5,81.8,7.3,994628,439.7
2026-04-02,Mohali,COVID-19,15,2,72,20.83,33.4,71.0,2.4,994628,377.6
2026-04-03,Mohali,COVID-19,16,2,61,26.23,34.5,87.5,5.5,994628,375.5
2026-04-04,Mohali,COVID-19,18,3,65,27.69,31.0,75.5,0.8,994628,399.8
2026-04-05,Mohali,COVID-19,20,2,96,20.83,30.3,73.1,1.6,994628,963.8
2026-04-06,Mohali,COVID-19,17,4,52,32.69,29.4,73.3,9.4,994628,1177.2
2026-04-07,Mohali,COVID-19,16,2,63,25.4,33.3,81.7,1.4,994628,527.0
2026-04-08,Mohali,COVID-19,17,2,64,26.56,28.5,81.0,4.3,994628,410.8
2026-04-09,Mohali,COVID-19,20,4,94,21.28,28.1,80.8,7.8,994628,420.4
2026-04-10,Mohali,COVID-19,21,3,100,21.0,32.2,74.1,7.0,994628,515.9
2026-04-11,Mohali,COVID-19,20,4,46,43.48,27.3,86.0,3.0,994628,421.5
2026-04-12,Mohali,COVID-19,17,2,83,20.48,33.4,75.6,1.7,994628,404.2
2026-04-13,Mohali,COVID-19,20,3,65,30.77,30.0,75.9,3.2,994628,982.1
2026-04-14,Mohali,COVID-19,15,3,32,46.88,28.2,79.0,10.5,994628,597.3
2026-04-15,Mohali,COVID-19,17,3,41,41.46,31.7,78.8,3.5,994628,400.8
2026-04-16,Mohali,COVID-19,17,2,39,43.59,29.9,67.1,1.1,994628,1225.5
2026-04-17,Mohali,COVID-19,18,1,50,36.0,29.0,67.7,7.7,994628,398.7
2026-04-18,Mohali,COVID-19,14,1,60,23.33,25.9,75.1,0.5,994628,689.9
2026-04-19,Mohali,COVID-19,12,1,56,21.43,26.5,81.3,4.3,994628,928.1
2026-04-20,Mohali,COVID-19,19,3,92,20.65,29.8,82.5,5.5,994628,992.3
2026-04-21,Mohali,COVID-19,16,1,33,48.48,27.7,70.5,0.6,994628,400.7
2026-04-22,Mohali,COVID-19,14,2,53,26.42,30.4,74.3,9.0,994628,616.1
2026-04-23,Mohali,COVID-19,15,2,44,34.09,26.8,78.8,9.6,994628,584.3
2026-04-24,Mohali,COVID-19,15,3,43,34.88,25.5,73.7,2.5,994628,829.1
2026-04-25,Mohali,COVID-19,16,1,61,26.23,28.0,78.0,0.3,994628,381.3
2026-04-26,Mohali,COVID-19,11,2,24,45.83,25.4,76.4,6.0,994628,462.4
2026-04-27,Mohali,COVID-19,13,3,41,31.71,25.6,76.2,2.3,994628,505.6
2026-04-28,Mohali,COVID-19,14,2,38,36.84,25.4,80.1,5.6,994628,1133.5
2026-04-29,Mohali,COVID-19,16,2,68,23.53,29.3,77.9,10.4,994628,367.0
2026-04-30,Mohali,COVID-19,18,2,45,40.0,25.5,76.4,3.5,994628,355.3
2026-05-01,Mohali,COVID-19,14,1,28,50.0,28.6,71.2,6.0,994628,332.8
2026-05-02,Mohali,COVID-19,15,2,57,26.32,26.1,68.1,5.0,994628,455.1
2026-05-03,Mohali,COVID-19,12,1,33,36.36,25.5,68.8,1.8,994628,629.3
2026-05-04,Mohali,COVID-19,14,3,38,36.84,25.4,59.6,6.0,994628,928.5
2026-05-05,Mohali,COVID-19,13,3,55,23.64,26.5,72.2,6.2,994628,482.7
2026-05-06,Mohali,COVID-19,17,2,46,36.96,23.6,74.7,1.1,994628,438.3
2025-11-08,Mohali,Chikungunya,5,0,15,33.33,23.9,43.7,0.0,994628,339.2
2025-11-09,Mohali,Chikungunya,6,0,19,31.58,27.4,54.0,0.0,994628,444.8
2025-11-10,Mohali,Chikungunya,4,0,13,30.77,23.7,40.2,0.0,994628,590.7
2025-11-11,Mohali,Chikungunya,5,0,14,35.71,25.5,55.1,0.0,994628,1156.7
